location,city,province,lat,lon,type
Bagong Hilway,Bagong Hilway,,10.6669499,122.9542913,city_block
Gahili-ugyon,Gahili-ugyon,,10.6669252,122.9551551,city_block
Masilinondob,Masilinondob,,10.6671999,122.9559435,city_block
Nagabinuligay,Nagabinuligay,,10.6664091,122.9562093,city_block
Mahinangpanon,Mahinangpanon,,10.6668348,122.9569329,city_block
Masanag Dos,Masanag Dos,,10.6664246,122.9537337,city_block
Masanag Uno,Masanag Uno,,10.6658972,122.9535304,city_block
Mainuswagon,Mainuswagon,,10.6623429,122.9529497,city_block
Santa Ana,Santa Ana,,10.6615573,122.953425,city_block
Sunflower,Sunflower,,10.3738131,123.9846028,city_block
Purok 11,Purok 11,,7.774799,122.8058276,city_block
Maligaya Compound,Maligaya Compound,,14.5623566,121.0892098,city_block
Dolliente Compound,Dolliente Compound,,14.4257647,121.4349266,city_block
Villa Rosario,Villa Rosario,,14.5628075,121.0890237,city_block
Pook Libis,Pook Libis,,14.6412035,121.0662024,city_block
Purok Uno,Purok Uno,,10.3876326,122.9934789,city_block
Purok 8,Purok 8,,10.3753249,123.961633,city_block
Step-up,Step-up,,14.6627402,121.1319387,city_block
Balinsayawan,Balinsayawan,,13.2282118,123.3107722,city_block
Zone 6,Zone 6,,15.1020275,120.9795973,city_block
Pag-asa,Pag-asa,,7.7072519,122.9930457,city_block
Malipayon,Malipayon,,10.2423563,123.8330155,city_block
Santan,Santan,,15.4335881,119.9168444,city_block
Waling-waling,Waling-waling,,10.1872518,122.8669819,city_block
Paghida-it,Paghida-it,,10.8319938,123.4235935,city_block
Magkakaibigan,Magkakaibigan,,9.7392758,118.7338168,city_block
Mabuhay,Mabuhay,,9.7390361,118.7299554,city_block
Matiyaga,Matiyaga,,9.7411968,118.7301708,city_block
Maligaya,Maligaya,,10.2582631,119.2098409,city_block
Purok 2 Seaside,Purok 2 Seaside,,11.0123075,124.5799495,city_block
Purok 7,Purok 7,,8.6209875,123.7097535,city_block
Hipo,Hipo,,10.3028568,124.7925183,city_block
Tres Hermanas Village Phase 3,Tres Hermanas Village Phase 3,,14.6278104,121.1297092,city_block
Purok 10,Purok 10,,14.2800056,120.8652131,city_block
Matinabangon,Matinabangon,,10.2621429,123.850092,city_block
Matarik,Matarik,,14.7689631,121.041235,city_block
Tanciong,Tanciong,,10.2723226,123.3206601,city_block
Metroville 2,Metroville 2,,14.67692,121.0371588,city_block
Pantalan,Pantalan,,8.6354269,123.3818172,city_block
Tapal,Tapal,,10.061444,124.4731624,city_block
Canibol,Canibol,,9.5950063,123.14304,city_block
Petals Ville Phase Ⅱ,Petals Ville Phase Ⅱ,,10.7374879,122.5563687,city_block
Bagong Barrio,Bagong Barrio,,14.6097235,121.0487245,city_block
Block 34 Tower,Block 34 Tower,,14.5863142,121.0334668,city_block
Kapit Bisig,Kapit Bisig,,14.5813267,121.045836,city_block
Charcoal Ville,Charcoal Ville,,14.5719709,120.9974018,city_block
Nicdao Compound,Nicdao Compound,,14.5429543,121.0707119,city_block
Bisig ng Komunidad,Bisig ng Komunidad,,14.5418001,121.070979,city_block
Lower Utod,Lower Utod,,10.7389791,124.7922063,city_block
Upper Utod,Upper Utod,,10.7399132,124.7950856,city_block
Casas Compound,Casas Compound,,14.5301841,121.0798073,city_block
Cruz Ville,Cruz Ville,,14.530475,121.0799615,city_block
Sunrise Ville,Sunrise Ville,,14.5315252,121.0823406,city_block
Ashaiville,Ashaiville,,14.6726458,121.0691757,city_block
Purok 5-A,Purok 5-A,,14.7079684,121.0893439,city_block
Lower Paraiso,Lower Paraiso,,14.6569873,121.1145955,city_block
Guevarra Compound,Guevarra Compound,,14.6589497,121.1291358,city_block
F. Leonardo Compound,F. Leonardo Compound,,14.4394246,121.0030746,city_block
Santa Ana Compound,Santa Ana Compound,,14.5058151,120.9968653,city_block
Cherry Homes,Cherry Homes,,14.4975629,121.0138303,city_block
Cluster 28,Cluster 28,,14.6248604,121.0161819,city_block
Roxasville Subdivision,Roxasville Subdivision,,14.6768383,121.0523146,city_block
Pilarville Subdivision,Pilarville Subdivision,,14.6759755,121.0372178,city_block
Bagong Pag-asa,Bagong Pag-asa,,14.6571813,121.1014715,city_block
Area 3-A,Area 3-A,,14.6936097,121.073897,city_block
Area 1,Area 1,,14.6935915,121.0756753,city_block
Balon,Balon,,14.6949961,121.0762627,city_block
Plainville,Plainville,,14.7064209,121.0479735,city_block
Cursillista Village,Cursillista Village,,14.70681,121.0491067,city_block
Pagasa,Pagasa,,10.2554654,124.9847687,city_block
Kapre,Kapre,,14.7216971,121.0250258,city_block
De Leon Compound,De Leon Compound,,14.6895823,120.9886501,city_block
Dose,Dose,,14.7028861,121.0875964,city_block
Lower Everlasting,Lower Everlasting,,14.701729,121.0928012,city_block
Nagkakaisang Molave HOA,Nagkakaisang Molave HOA,,14.7124533,121.096504,city_block
Umambo,Umambo,,9.6308816,123.894437,city_block
Happyland,Happyland,,14.7079214,121.0872456,city_block
Asprer Step-up Community,Asprer Step-up Community,,14.711902,121.104723,city_block
Blue Eagle GK Village,Blue Eagle GK Village,,14.7268179,121.1177619,city_block
Parkwood Greens Executive Village Phase 4A,Parkwood Greens Executive Village Phase 4A,,14.5758764,121.0954177,city_block
Saudi Compound,Saudi Compound,,14.5727454,121.0820559,city_block
Batangas Line,Batangas Line,,14.5743283,120.9989893,city_block
Gitna,Gitna,,14.6006878,121.0201389,city_block
Likha,Likha,,14.6002387,121.0212634,city_block
Purok 3 Redrying,Purok 3 Redrying,,16.5146057,120.3303981,city_block
Pook Malinis,Pook Malinis,,14.6397233,121.0638669,city_block
Floodway,Floodway,,14.5781647,121.0969895,city_block
Pook Amorsolo,Pook Amorsolo,,14.6444723,121.0649452,city_block
Purok Aguinaldo,Purok Aguinaldo,,14.6452067,121.0691052,city_block
Dela Paz,Dela Paz,,14.6726384,121.083083,city_block
Bukal,Bukal,,14.6821969,121.1018758,city_block
Talanay Area C,Talanay Area C,,14.6809638,121.0965684,city_block
Ron Bon Ville,Ron Bon Ville,,14.6912046,121.0071798,city_block
Barrio Pagong,Barrio Pagong,,14.6355957,120.9731814,city_block
Barangay 182,Barangay 182,,14.5304392,121.010908,city_block
Barangay 180,Barangay 180,,14.5304665,121.011886,city_block
Barangay 184,Barangay 184,,14.5294508,121.0086231,city_block
Barangay 187,Barangay 187,,14.5338003,121.0004266,city_block
Barangay 355,Barangay 355,,14.6174621,120.9799463,city_block
Tiaong,Tiaong,,14.6314245,121.1134147,city_block
Sampaguita Dreamland,Sampaguita Dreamland,,14.6336091,121.1195,city_block
Supang,Supang,,16.9950688,120.8225727,city_block
Papatayan,Papatayan,,16.9949303,120.8215937,city_block
Katapag,Katapag,,16.9934887,120.8222187,city_block
Patog-o,Patog-o,,16.9939196,120.8215293,city_block
Lebkeng,Lebkeng,,16.9932732,120.821355,city_block
Papacdean,Papacdean,,16.9979442,120.8225083,city_block
Sagapa,Sagapa,,16.9952637,120.8197725,city_block
Kaunlaran Village,Kaunlaran Village,,14.6474253,120.9710798,city_block
3D 9,3D 9,,13.9376902,121.6341642,city_block
Libis,Libis,,14.6886002,121.0051787,city_block
Barrio Cadre,Barrio Cadre,,14.6834416,120.5205452,city_block
Dawis Tumoy,Dawis Tumoy,,10.2635444,123.8513607,city_block
B22,B22,,13.9636154,121.5581144,city_block
B23,B23,,13.9634395,121.557976,city_block
B24,B24,,13.9633106,121.5578023,city_block
B25,B25,,13.9632464,121.5575138,city_block
B26,B26,,13.9630831,121.5573155,city_block
B27,B27,,13.9630715,121.5571232,city_block
B28,B28,,13.9627682,121.5577377,city_block
Vega Ville,Vega Ville,,14.5557399,121.090516,city_block
Jimogaon,Jimogaon,,10.7382152,122.5371024,city_block
Samahang Maralita,Samahang Maralita,,14.5144377,121.0523543,city_block
Herminia Ville,Herminia Ville,,9.6665501,123.8469994,city_block
Marietta Homes,Marietta Homes,,9.6854961,123.8638088,city_block
Molave,Molave,,13.9084286,121.1391025,city_block
S. C. Johnson - GK Housing,S. C. Johnson - GK Housing,,14.5439383,121.0723923,city_block
Marcelino Compound,Marcelino Compound,,14.5325962,121.0817921,city_block
Remeville,Remeville,,14.5094793,121.0627538,city_block
Sanalugta,Sanalugta,,14.5106219,121.0614851,city_block
Panam,Panam,,14.5141273,121.0584851,city_block
Siwang,Siwang,,14.5454791,121.120371,city_block
Sapaka,Sapaka,,14.5031609,121.0596263,city_block
Zephyr Homes,Zephyr Homes,,14.5362649,121.0117543,city_block
Tia Salud Subdivision,Tia Salud Subdivision,,14.5072851,120.9960124,city_block
Nayong Tsinoy,Nayong Tsinoy,,14.7723865,121.0604427,city_block
Carmelite Village,Carmelite Village,,14.7667925,121.0553891,city_block
Matatag,Matatag,,14.5149842,121.0394347,city_block
Dama de Noche,Dama de Noche,,13.9592421,121.594137,city_block
Ibayo Barangay Uno,Ibayo Barangay Uno,,14.468508,121.4218372,city_block
Zone 9,Zone 9,,14.3396186,121.4813782,city_block
Santa Elena,Santa Elena,,14.2497386,121.3988011,city_block
Ilang-ilang,Ilang-ilang,,13.9635616,121.6489229,city_block
Minahan Libis,Minahan Libis,,14.652671,121.0952732,city_block
Seacom,Seacom,,14.4597697,121.0385415,city_block
Lopena Sportsville,Lopena Sportsville,,14.4635389,121.0348716,city_block
Annex 46,Annex 46,,14.4774653,121.0241675,city_block
Malacañang Dulo,Malacañang Dulo,,14.4785457,121.0245511,city_block
Talampas Compound,Talampas Compound,,14.4429272,121.004118,city_block
Iwahig,Iwahig,,14.6593424,121.0998815,city_block
Suburbia East Phase 3,Suburbia East Phase 3,,14.6538805,121.1060822,city_block
Suburbia East Phase 1,Suburbia East Phase 1,,14.6547486,121.1088422,city_block
Suburbia East Phase 2,Suburbia East Phase 2,,14.6532331,121.1078149,city_block
Paghidaet,Paghidaet,,10.6929463,122.5493051,city_block
Zone 7,Zone 7,,10.431981,122.9167101,city_block
Zone 1-B,Zone 1-B,,11.1072113,125.0028773,city_block
Zone 1-A,Zone 1-A,,10.6859766,122.5453247,city_block
Zone 8,Zone 8,,10.6815878,122.5365137,city_block
Villa Leyson - Phase 2A,Villa Leyson - Phase 2A,,10.3847983,123.9188254,city_block
Manihihon,Manihihon,,10.7793127,122.9661369,city_block
Golf,Golf,,10.7773174,122.9642886,city_block
Mambucog,Mambucog,,10.7536929,122.9652782,city_block
Tramo,Tramo,,15.0776789,120.7613245,city_block
Lerio,Lerio,,9.6912342,126.0073371,city_block
Banana Hills,Banana Hills,,11.913167,124.4221213,city_block
Seaside,Seaside,,13.0873918,120.7145213,city_block
B29,B29,,13.9625802,121.5578674,city_block
Señorita,Señorita,,10.3574304,123.926547,city_block
Reymar,Reymar,,14.6808334,121.037995,city_block
Liwliwa,Liwliwa,,6.0635009,124.4947842,city_block
Panday Pira,Panday Pira,,15.1822085,120.586702,city_block
Muntindilaw,Muntindilaw,,14.6065758,121.130324,city_block
F. Reyes Compound,F. Reyes Compound,,14.687113,120.9716532,city_block
Celebrity Ville HOA,Celebrity Ville HOA,,14.6877211,121.0535466,city_block
Catlleya,Catlleya,,10.2503543,123.8081704,city_block
Pag-laum,Pag-laum,,10.2656255,123.8488461,city_block
Fatima,Fatima,,10.3389214,123.8958129,city_block
Tadlik,Tadlik,,14.1856866,121.7316545,city_block
Abandon,Abandon,,14.1827475,121.7278974,city_block
Block 37,Block 37,,14.809729,121.0245038,city_block
Block 72,Block 72,,14.6527418,121.1019892,city_block
Tulip,Tulip,,14.6520465,121.1012698,city_block
Pinquian Ⅱ,Pinquian Ⅱ,,14.6834637,121.0561354,city_block
91,91,,14.7343699,121.0679708,city_block
Barilan,Barilan,,14.4874793,121.2244773,city_block
Phase II-B Upper,Phase II-B Upper,,14.5071527,121.1906335,city_block
Phase 1-B,Phase 1-B,,14.5070255,121.1927538,city_block
Phase II-B Lower,Phase II-B Lower,,14.5065477,121.1890751,city_block
Phase 4-A,Phase 4-A,,14.5064204,121.1962145,city_block
22,22,,14.7204198,121.0677058,city_block
24,24,,14.720891,121.0676817,city_block
88,88,,14.7317933,121.0653381,city_block
87,87,,14.728973,121.063545,city_block
63,63,,14.7285782,121.0685274,city_block
62,62,,14.7283525,121.0688454,city_block
61,61,,14.7280793,121.0690925,city_block
60,60,,14.72784,121.0693809,city_block
68,68,,14.7304054,121.0706841,city_block
69,69,,14.7304397,121.0703332,city_block
70,70,,14.7304808,121.069973,city_block
71,71,,14.7305722,121.0695901,city_block
72,72,,14.7306429,121.0691375,city_block
77,77,,14.7314101,121.0671674,city_block
38,38,,14.7233198,121.0651718,city_block
Block 33,Block 33,,14.8089684,121.0237117,city_block
Block 32,Block 32,,14.8088775,121.0232823,city_block
Block 34,Block 34,,14.8091629,121.0244551,city_block
Block 18,Block 18,,14.8095374,121.0205881,city_block
Dalisay 2,Dalisay 2,,6.9293451,125.3245264,city_block
Pook Maligaya,Pook Maligaya,,14.5638734,121.0721456,city_block
Villa Reyes Manalo,Villa Reyes Manalo,,14.5560248,121.0791582,city_block
Centennial,Centennial,,14.5586495,121.0884359,city_block
Lornaville,Lornaville,,14.5586345,121.0886619,city_block
Cattleya,Cattleya,,14.5591148,121.089879,city_block
Rocha-5,Rocha-5,,14.5882138,121.0869984,city_block
Durian,Durian,,14.6956606,121.6106599,city_block
Sagrada Familia,Sagrada Familia,,14.6469279,120.99399,city_block
Makulay,Makulay,,10.2421601,123.8337069,city_block
Maharlika,Maharlika,,10.3273147,123.9311898,city_block
Cabasag,Cabasag,,17.8009284,121.319515,city_block
Zone Ⅵ,Zone Ⅵ,,17.4798649,120.4887309,city_block
Madaun,Madaun,,17.0569231,120.7814893,city_block
Banal,Banal,,14.4054729,120.8532196,city_block
Madasigon,Madasigon,,7.8360591,123.4247097,city_block
Purok 10 Manlavi,Purok 10 Manlavi,,9.7364165,118.7462854,city_block
Sampaguita,Sampaguita,,12.934741,121.4713347,city_block
Lagubo,Lagubo,,10.3872926,123.2174373,city_block
Balilahan,Balilahan,,9.0667384,126.196585,city_block
Lubak,Lubak,,14.6347282,121.1090159,city_block
Kapayasan,Kapayasan,,10.2397279,123.8043724,city_block
Upper Pailob,Upper Pailob,,10.303506,123.8885777,city_block
Base,Base,,9.0441708,117.6361728,city_block
Liwayway,Liwayway,,9.0420199,117.6329353,city_block
Bolo-bolo,Bolo-bolo,,9.2114312,118.0431376,city_block
Maganda,Maganda,,6.6763813,122.061819,city_block
Marangal,Marangal,,6.6748029,122.0628811,city_block
Mahinhin,Mahinhin,,6.6776747,122.063431,city_block
Switch,Switch,,6.6803187,122.0641968,city_block
Marikit,Marikit,,6.6785778,122.0593527,city_block
Karilagan,Karilagan,,6.6757433,122.0602298,city_block
Paraluman,Paraluman,,6.6733404,122.0601252,city_block
San Francisco,San Francisco,,7.5758983,123.16451,city_block
Padang-padang,Padang-padang,,7.7109824,123.1062014,city_block
Orchid,Orchid,,7.7202951,123.006141,city_block
Caimito,Caimito,,7.5904988,123.2362007,city_block
Papaya,Papaya,,7.591533,123.2379851,city_block
Santo Niño,Santo Niño,,7.5265954,123.3442837,city_block
Cansaway,Cansaway,,9.4481808,122.9678303,city_block
Bactolon,Bactolon,,9.820387,122.549918,city_block
Proper,Proper,,10.2743864,124.0592895,city_block
Dalawidaw,Dalawidaw,,10.021331,122.8215873,city_block
Malinong,Malinong,,10.0216841,122.8233886,city_block
Catali,Catali,,10.0448599,122.8148317,city_block
Paho,Paho,,10.2865582,123.0486895,city_block
Bougainvillea,Bougainvillea,,10.3739945,123.9506219,city_block
Lampunaya,Lampunaya,,10.4147948,123.0241862,city_block
China Rose,China Rose,,10.4158843,123.022711,city_block
Million Flowers,Million Flowers,,10.4156337,123.0211741,city_block
Aure,Aure,,10.5092558,122.8271417,city_block
Malunggay,Malunggay,,10.5127963,122.8979634,city_block
Eshoa,Eshoa,,10.5158857,122.8088745,city_block
San Luis,San Luis,,10.59962,122.9205376,city_block
Balunggay,Balunggay,,10.6039477,123.0416138,city_block
Golden Camote,Golden Camote,,10.6041441,123.0420309,city_block
Kapayas,Kapayas,,10.6044815,123.0436054,city_block
Masinadyahon,Masinadyahon,,10.6040043,123.0449894,city_block
Porferia,Porferia,,10.694805,122.9641476,city_block
Bon-bon,Bon-bon,,10.8202259,123.0398637,city_block
Kapawa,Kapawa,,10.8408587,123.0576374,city_block
Hacienda Gaston,Hacienda Gaston,,10.8473279,123.0988964,city_block
Egan,Egan,,16.9997298,120.8148299,city_block
Zufermin,Zufermin,,10.8335773,123.2959583,city_block
Mahidaiton,Mahidaiton,,10.8705081,123.3450803,city_block
Mabinuligon,Mabinuligon,,10.8313908,123.4236992,city_block
Atis,Atis,,10.9173449,123.4870014,city_block
Tambis,Tambis,,10.9180073,123.4734723,city_block
Zone Ⅴ,Zone Ⅴ,,10.9583654,125.0350182,city_block
NPC Area A,NPC Area A,,14.6872245,121.014592,city_block
NPC Area B,NPC Area B,,14.689116,121.0141629,city_block
Paglaum,Paglaum,,10.5382098,123.0833128,city_block
Narra,Narra,,10.5674689,123.0770519,city_block
Lawis,Lawis,,10.1539369,124.2060319,city_block
Nangka,Nangka,,7.8390165,123.423205,city_block
Hasa-hasa,Hasa-hasa,,9.6244821,123.9226457,city_block
Sipat,Sipat,,14.8849172,120.8537386,city_block
Cebasca,Cebasca,,9.3013154,123.293315,city_block
Malipayun,Malipayun,,9.7491565,123.3956608,city_block
San Roque,San Roque,,9.7494689,123.3965814,city_block
Talong,Talong,,7.8356127,123.4222475,city_block
Kalabasa,Kalabasa,,9.7704667,123.4300286,city_block
Karot,Karot,,9.7769388,123.4301613,city_block
Tinabangay,Tinabangay,,9.3179513,123.2900092,city_block
Lemon,Lemon,,10.4340201,125.000077,city_block
Rosas,Rosas,,10.2545561,123.8130529,city_block
Isla Noah,Isla Noah,,10.2592265,123.8679475,city_block
Tuklas Ⅱ,Tuklas Ⅱ,,14.3332051,121.0557961,city_block
Gabi,Gabi,,9.301587,123.3017251,city_block
Calachuchi,Calachuchi,,10.3627318,123.9824952,city_block
Adelfa,Adelfa,,10.373643,123.9483359,city_block
Judaya,Judaya,,10.3588321,123.9842219,city_block
Upper Lanipga,Upper Lanipga,,10.4577507,123.9328556,city_block
Inanama,Inanama,,17.7814265,120.4132837,city_block
Poblacion,Poblacion,,10.2634349,123.9713077,city_block
Mangga Dos,Mangga Dos,,10.4325258,124.0018299,city_block
Gemelina,Gemelina,,7.8266593,123.3972439,city_block
Kapitan Ano,Kapitan Ano,,9.2777472,123.2880356,city_block
Bliss,Bliss,,9.2915867,123.2631375,city_block
Daisy,Daisy,,9.6377147,122.4702483,city_block
Everlasting,Everlasting,,9.6367337,122.4718416,city_block
Tamsi,Tamsi,,9.2985589,123.1726626,city_block
Colon,Colon,,9.3043835,123.3015642,city_block
Baltimar,Baltimar,,9.3028469,123.301532,city_block
Manzanitas,Manzanitas,,9.3014904,123.3079538,city_block
Zone 02,Zone 02,,9.3140082,123.3100775,city_block
Tikling,Tikling,,9.3245035,123.288196,city_block
Extension,Extension,,12.3709529,121.0328874,city_block
Quezon,Quezon,,7.6882071,122.9838109,city_block
Sili,Sili,,9.589075,123.8293545,city_block
Bugtong,Bugtong,,10.0389977,124.1156629,city_block
Gumamela,Gumamela,,10.38208,124.97645,city_block
Saging,Saging,,10.163518,123.5631573,city_block
Sayaw-sayaw,Sayaw-sayaw,,10.1635972,123.7063833,city_block
Proper 1,Proper 1,,10.2163623,123.7536062,city_block
Tipay,Tipay,,10.2406108,123.7894875,city_block
San Lorenzo,San Lorenzo,,10.2441912,123.7989691,city_block
Pinya,Pinya,,11.0347904,123.9279027,city_block
Kamansi,Kamansi,,11.0121345,123.9286829,city_block
Indian Tree,Indian Tree,,11.0529834,123.9368251,city_block
Purok 32,Purok 32,,14.5551545,121.1654811,city_block
Kamunggay,Kamunggay,,10.3456922,123.9577096,city_block
Ubi,Ubi,,10.3453676,123.9594141,city_block
Mahayahay,Mahayahay,,10.3925845,123.6458243,city_block
Summit,Summit,,13.9180773,121.9971362,city_block
Son-oc,Son-oc,,10.3772694,123.9170614,city_block
Tindalo,Tindalo,,10.1957378,122.8661719,city_block
Block 17,Block 17,,14.5933421,120.9612147,city_block
Purok Sais,Purok Sais,,10.4046937,122.9998961,city_block
Purok Tres,Purok Tres,,10.4058769,122.9968263,city_block
Purok Ⅴ,Purok Ⅴ,,10.3755479,122.9829486,city_block
San Gabriel,San Gabriel,,10.5327815,122.8426543,city_block
Matawhay,Matawhay,,10.9573871,123.3070037,city_block
Libutad,Libutad,,15.0779379,120.7677644,city_block
Pagsanghan,Pagsanghan,,11.6247652,122.3648228,city_block
"Alta Tierra Homes, Phase 4","Alta Tierra Homes, Phase 4",,14.3162257,121.0083586,city_block
Bangga Singko,Bangga Singko,,10.7445581,122.5162603,city_block
Suraya Homes Phase 2,Suraya Homes Phase 2,,7.1367409,125.6110266,city_block
Suraya Homes Phase 1,Suraya Homes Phase 1,,7.1347142,125.6139073,city_block
Masikap,Masikap,,14.1446971,121.472429,city_block
Purok C,Purok C,,10.4158784,125.1891205,city_block
Mangga,Mangga,,10.4338196,124.998858,city_block
Tisa,Tisa,,10.0321254,125.0045402,city_block
Mabolo,Mabolo,,10.0326193,125.0048366,city_block
Ticab,Ticab,,10.3733545,124.7423869,city_block
Mambad,Mambad,,10.3764237,124.7410619,city_block
Tanguinge,Tanguinge,,10.3740052,124.7417481,city_block
Santa Cruz,Santa Cruz,,10.3456606,124.8674346,city_block
Zone Ⅲ,Zone Ⅲ,,10.958896,125.0336281,city_block
Lapu-lapu,Lapu-lapu,,11.2019013,125.0245951,city_block
Tilang,Tilang,,11.2077285,125.0232755,city_block
Arandaman,Arandaman,,11.4325168,122.0585783,city_block
Marawi City,Marawi City,,8.0038554,124.2803278,city
Pulo,Pulo,,14.8633166,120.839999,city_block
Bunga,Bunga,,14.8636717,120.8420549,city_block
Agao,Agao,,8.9438935,125.5446205,city_block
Alugbati,Alugbati,,9.4884108,123.3216351,city_block
Tambak Ⅱ,Tambak Ⅱ,,14.6749623,120.9380633,city_block
Camote 2,Camote 2,,10.3868609,124.0104572,city_block
Gemilina,Gemilina,,10.3820012,124.000065,city_block
Zinnia 1,Zinnia 1,,10.3616375,123.98022,city_block
Cranberry,Cranberry,,10.3809497,123.9784457,city_block
Ibabaw,Ibabaw,,10.3759819,123.9556845,city_block
Ronquillo Compound,Ronquillo Compound,,14.4691404,120.8873534,city_block
Green Valley,Green Valley,,8.2248884,124.2484671,city_block
Green Hills,Green Hills,,8.2246097,124.2501032,city_block
Purok 17,Purok 17,,8.2233806,124.2567752,city_block
Purok 14-A,Purok 14-A,,8.2224505,124.2527682,city_block
Pagkakaisa,Pagkakaisa,,15.4130118,119.9147697,city_block
Langka,Langka,,14.0145934,121.903692,city_block
Cauayan,Cauayan,,16.9335594,121.7743969,city
Licar,Licar,,13.5894778,122.3252092,city_block
Zone 6-A,Zone 6-A,,12.9284473,120.8388256,city_block
Hermit Crab,Hermit Crab,,10.2412128,123.7923571,city_block
Purok 3-A,Purok 3-A,,12.3571724,121.0651566,city_block
Purok 1-B,Purok 1-B,,7.746139,123.036629,city_block
Fatima 2,Fatima 2,,14.6606332,121.0748137,city_block
Rizal,Rizal,,7.6838105,122.9851212,city_block
Zamboco,Zamboco,,7.7059588,122.9959278,city_block
Mahigugmaon,Mahigugmaon,,7.7017711,122.9869142,city_block
Magsaysay,Magsaysay,,7.7110182,122.9943144,city_block
Quirino,Quirino,,7.7312754,123.058607,city_block
Acacia,Acacia,,7.8182597,123.3714478,city_block
Golden Spring,Golden Spring,,7.7323664,123.4714472,city_block
Bagong Silang,Bagong Silang,,7.7842146,123.4132299,city_block
Marang,Marang,,7.7966701,123.356135,city_block
Arabic,Arabic,,7.8364922,123.425568,city_block
Rubia,Rubia,,7.8274046,123.3973123,city_block
Upo,Upo,,7.8362956,123.4105021,city_block
Kapalaran,Kapalaran,,7.83599,123.413769,city_block
Patag,Patag,,7.8396217,123.42855,city_block
Purok 13,Purok 13,,14.2047216,121.0988201,city_block
Jose Andag Ⅱ,Jose Andag Ⅱ,,8.6678053,123.4651711,city_block
Sentro,Sentro,,8.6528037,123.4829968,city_block
